,Indicateurs: Clé,Date,MIlieu,Sexe,Secteur d''activité: Nom,Régions: Nom,Faits: Valeur
9524,28001579,2014-01-01 00:00:00,Rural,Masculin,Batiment et travaux publiques,Délégation de Mareth,2353
9525,28001579,2014-01-01 00:00:00,Rural,Masculin,Commerce,Délégation de Mareth,1010
9526,28001579,2014-01-01 00:00:00,Rural,Masculin,Transport,Délégation de Mareth,284
9527,28001579,2014-01-01 00:00:00,Rural,Masculin,Education Santé et services administratifs,Délégation de Mareth,1358
9528,28001579,2014-01-01 00:00:00,Rural,Masculin,Autres services,Délégation de Mareth,470
9531,28001579,2014-01-01 00:00:00,Rural,Féminin,Agriculture et peche,Délégation de Mareth,249
9532,28001579,2014-01-01 00:00:00,Rural,Féminin,Mines  et énergie,Délégation de Mareth,10
9533,28001579,2014-01-01 00:00:00,Rural,Féminin,Industrie manufacturière,Délégation de Mareth,282
9534,28001579,2014-01-01 00:00:00,Rural,Féminin,Batiment et travaux publiques,Délégation de Mareth,19
9535,28001579,2014-01-01 00:00:00,Rural,Féminin,Commerce,Délégation de Mareth,177
9536,28001579,2014-01-01 00:00:00,Rural,Féminin,Transport,Délégation de Mareth,6
9537,28001579,2014-01-01 00:00:00,Rural,Féminin,Education Santé et services administratifs,Délégation de Mareth,415
9538,28001579,2014-01-01 00:00:00,Rural,Féminin,Autres services,Délégation de Mareth,114
9541,28001579,2014-01-01 00:00:00,Communal,Masculin,Agriculture et peche,Délégation de Medenine Sud,61
9542,28001579,2014-01-01 00:00:00,Communal,Masculin,Mines  et énergie,Délégation de Medenine Sud,119
9543,28001579,2014-01-01 00:00:00,Communal,Masculin,Industrie manufacturière,Délégation de Medenine Sud,427
9544,28001579,2014-01-01 00:00:00,Communal,Masculin,Batiment et travaux publiques,Délégation de Medenine Sud,839
9545,28001579,2014-01-01 00:00:00,Communal,Masculin,Commerce,Délégation de Medenine Sud,882
9546,28001579,2014-01-01 00:00:00,Communal,Masculin,Transport,Délégation de Medenine Sud,447
9547,28001579,2014-01-01 00:00:00,Communal,Masculin,Education Santé et services administratifs,Délégation de Medenine Sud,2027
9548,28001579,2014-01-01 00:00:00,Communal,Masculin,Autres services,Délégation de Medenine Sud,456
9551,28001579,2014-01-01 00:00:00,Communal,Féminin,Agriculture et peche,Délégation de Medenine Sud,1
9552,28001579,2014-01-01 00:00:00,Communal,Féminin,Mines  et énergie,Délégation de Medenine Sud,12
9553,28001579,2014-01-01 00:00:00,Communal,Féminin,Industrie manufacturière,Délégation de Medenine Sud,210
9554,28001579,2014-01-01 00:00:00,Communal,Féminin,Batiment et travaux publiques,Délégation de Medenine Sud,9
9555,28001579,2014-01-01 00:00:00,Communal,Féminin,Commerce,Délégation de Medenine Sud,228
9556,28001579,2014-01-01 00:00:00,Communal,Féminin,Transport,Délégation de Medenine Sud,25
9557,28001579,2014-01-01 00:00:00,Communal,Féminin,Education Santé et services administratifs,Délégation de Medenine Sud,1255
9558,28001579,2014-01-01 00:00:00,Communal,Féminin,Autres services,Délégation de Medenine Sud,211
9561,28001579,2014-01-01 00:00:00,Rural,Masculin,Agriculture et peche,Délégation de Medenine Sud,1124
9562,28001579,2014-01-01 00:00:00,Rural,Masculin,Mines  et énergie,Délégation de Medenine Sud,83
9563,28001579,2014-01-01 00:00:00,Rural,Masculin,Industrie manufacturière,Délégation de Medenine Sud,485
9564,28001579,2014-01-01 00:00:00,Rural,Masculin,Batiment et travaux publiques,Délégation de Medenine Sud,1761
9565,28001579,2014-01-01 00:00:00,Rural,Masculin,Commerce,Délégation de Medenine Sud,1004
9566,28001579,2014-01-01 00:00:00,Rural,Masculin,Transport,Délégation de Medenine Sud,480
9567,28001579,2014-01-01 00:00:00,Rural,Masculin,Education Santé et services administratifs,Délégation de Medenine Sud,1001
9568,28001579,2014-01-01 00:00:00,Rural,Masculin,Autres services,Délégation de Medenine Sud,314
9571,28001579,2014-01-01 00:00:00,Rural,Féminin,Agriculture et peche,Délégation de Medenine Sud,106
9572,28001579,2014-01-01 00:00:00,Rural,Féminin,Mines  et énergie,Délégation de Medenine Sud,2
9573,28001579,2014-01-01 00:00:00,Rural,Féminin,Industrie manufacturière,Délégation de Medenine Sud,165
9574,28001579,2014-01-01 00:00:00,Rural,Féminin,Batiment et travaux publiques,Délégation de Medenine Sud,14
9575,28001579,2014-01-01 00:00:00,Rural,Féminin,Commerce,Délégation de Medenine Sud,131
9576,28001579,2014-01-01 00:00:00,Rural,Féminin,Transport,Délégation de Medenine Sud,13
9577,28001579,2014-01-01 00:00:00,Rural,Féminin,Education Santé et services administratifs,Délégation de Medenine Sud,428
9578,28001579,2014-01-01 00:00:00,Rural,Féminin,Autres services,Délégation de Medenine Sud,102
9581,28001579,2014-01-01 00:00:00,Communal,Masculin,Agriculture et peche,Délégation de Beni Khedech,18
9582,28001579,2014-01-01 00:00:00,Communal,Masculin,Mines  et énergie,Délégation de Beni Khedech,6
9583,28001579,2014-01-01 00:00:00,Communal,Masculin,Industrie manufacturière,Délégation de Beni Khedech,49
9584,28001579,2014-01-01 00:00:00,Communal,Masculin,Batiment et travaux publiques,Délégation de Beni Khedech,97
9585,28001579,2014-01-01 00:00:00,Communal,Masculin,Commerce,Délégation de Beni Khedech,110
9586,28001579,2014-01-01 00:00:00,Communal,Masculin,Transport,Délégation de Beni Khedech,32
9587,28001579,2014-01-01 00:00:00,Communal,Masculin,Education Santé et services administratifs,Délégation de Beni Khedech,181
9588,28001579,2014-01-01 00:00:00,Communal,Masculin,Autres services,Délégation de Beni Khedech,40
9591,28001579,2014-01-01 00:00:00,Communal,Féminin,Agriculture et peche,Délégation de Beni Khedech,1
9592,28001579,2014-01-01 00:00:00,Communal,Féminin,Mines  et énergie,Délégation de Beni Khedech,1
9593,28001579,2014-01-01 00:00:00,Communal,Féminin,Industrie manufacturière,Délégation de Beni Khedech,12
9594,28001579,2014-01-01 00:00:00,Communal,Féminin,Batiment et travaux publiques,Délégation de Beni Khedech,3
9595,28001579,2014-01-01 00:00:00,Communal,Féminin,Commerce,Délégation de Beni Khedech,25
9596,28001579,2014-01-01 00:00:00,Communal,Féminin,Transport,Délégation de Beni Khedech,2
9597,28001579,2014-01-01 00:00:00,Communal,Féminin,Education Santé et services administratifs,Délégation de Beni Khedech,132
9598,28001579,2014-01-01 00:00:00,Communal,Féminin,Autres services,Délégation de Beni Khedech,17
9601,28001579,2014-01-01 00:00:00,Rural,Masculin,Agriculture et peche,Délégation de Beni Khedech,480
9602,28001579,2014-01-01 00:00:00,Rural,Masculin,Mines  et énergie,Délégation de Beni Khedech,28
9603,28001579,2014-01-01 00:00:00,Rural,Masculin,Industrie manufacturière,Délégation de Beni Khedech,162
9604,28001579,2014-01-01 00:00:00,Rural,Masculin,Batiment et travaux publiques,Délégation de Beni Khedech,1381
9605,28001579,2014-01-01 00:00:00,Rural,Masculin,Commerce,Délégation de Beni Khedech,736
9606,28001579,2014-01-01 00:00:00,Rural,Masculin,Transport,Délégation de Beni Khedech,128
9607,28001579,2014-01-01 00:00:00,Rural,Masculin,Education Santé et services administratifs,Délégation de Beni Khedech,534
9608,28001579,2014-01-01 00:00:00,Rural,Masculin,Autres services,Délégation de Beni Khedech,162
9611,28001579,2014-01-01 00:00:00,Rural,Féminin,Agriculture et peche,Délégation de Beni Khedech,19
9612,28001579,2014-01-01 00:00:00,Rural,Féminin,Mines  et énergie,Délégation de Beni Khedech,0
9613,28001579,2014-01-01 00:00:00,Rural,Féminin,Industrie manufacturière,Délégation de Beni Khedech,54
9614,28001579,2014-01-01 00:00:00,Rural,Féminin,Batiment et travaux publiques,Délégation de Beni Khedech,17
9615,28001579,2014-01-01 00:00:00,Rural,Féminin,Commerce,Délégation de Beni Khedech,56
9616,28001579,2014-01-01 00:00:00,Rural,Féminin,Transport,Délégation de Beni Khedech,2
9617,28001579,2014-01-01 00:00:00,Rural,Féminin,Education Santé et services administratifs,Délégation de Beni Khedech,144
9618,28001579,2014-01-01 00:00:00,Rural,Féminin,Autres services,Délégation de Beni Khedech,65
9621,28001579,2014-01-01 00:00:00,Communal,Masculin,Agriculture et peche,Délégation de Ben Guerdane,979
9622,28001579,2014-01-01 00:00:00,Communal,Masculin,Mines  et énergie,Délégation de Ben Guerdane,155
9623,28001579,2014-01-01 00:00:00,Communal,Masculin,Industrie manufacturière,Délégation de Ben Guerdane,609
9624,28001579,2014-01-01 00:00:00,Communal,Masculin,Batiment et travaux publiques,Délégation de Ben Guerdane,3683
9625,28001579,2014-01-01 00:00:00,Communal,Masculin,Commerce,Délégation de Ben Guerdane,4362
9626,28001579,2014-01-01 00:00:00,Communal,Masculin,Transport,Délégation de Ben Guerdane,911
9627,28001579,2014-01-01 00:00:00,Communal,Masculin,Education Santé et services administratifs,Délégation de Ben Guerdane,3135
9628,28001579,2014-01-01 00:00:00,Communal,Masculin,Autres services,Délégation de Ben Guerdane,1176
9631,28001579,2014-01-01 00:00:00,Communal,Féminin,Agriculture et peche,Délégation de Ben Guerdane,35
9632,28001579,2014-01-01 00:00:00,Communal,Féminin,Mines  et énergie,Délégation de Ben Guerdane,5
9633,28001579,2014-01-01 00:00:00,Communal,Féminin,Industrie manufacturière,Délégation de Ben Guerdane,282
9634,28001579,2014-01-01 00:00:00,Communal,Féminin,Batiment et travaux publiques,Délégation de Ben Guerdane,42
9635,28001579,2014-01-01 00:00:00,Communal,Féminin,Commerce,Délégation de Ben Guerdane,319
9636,28001579,2014-01-01 00:00:00,Communal,Féminin,Transport,Délégation de Ben Guerdane,11
9637,28001579,2014-01-01 00:00:00,Communal,Féminin,Education Santé et services administratifs,Délégation de Ben Guerdane,1136
9638,28001579,2014-01-01 00:00:00,Communal,Féminin,Autres services,Délégation de Ben Guerdane,259
9641,28001579,2014-01-01 00:00:00,Rural,Masculin,Agriculture et peche,Délégation de Ben Guerdane,490
9642,28001579,2014-01-01 00:00:00,Rural,Masculin,Mines  et énergie,Délégation de Ben Guerdane,18
9643,28001579,2014-01-01 00:00:00,Rural,Masculin,Industrie manufacturière,Délégation de Ben Guerdane,76
9644,28001579,2014-01-01 00:00:00,Rural,Masculin,Batiment et travaux publiques,Délégation de Ben Guerdane,809
9645,28001579,2014-01-01 00:00:00,Rural,Masculin,Commerce,Délégation de Ben Guerdane,910
9646,28001579,2014-01-01 00:00:00,Rural,Masculin,Transport,Délégation de Ben Guerdane,97
9647,28001579,2014-01-01 00:00:00,Rural,Masculin,Education Santé et services administratifs,Délégation de Ben Guerdane,384
9648,28001579,2014-01-01 00:00:00,Rural,Masculin,Autres services,Délégation de Ben Guerdane,249
9651,28001579,2014-01-01 00:00:00,Rural,Féminin,Agriculture et peche,Délégation de Ben Guerdane,26
9652,28001579,2014-01-01 00:00:00,Rural,Féminin,Mines  et énergie,Délégation de Ben Guerdane,1
9653,28001579,2014-01-01 00:00:00,Rural,Féminin,Industrie manufacturière,Délégation de Ben Guerdane,82
9654,28001579,2014-01-01 00:00:00,Rural,Féminin,Batiment et travaux publiques,Délégation de Ben Guerdane,16
9655,28001579,2014-01-01 00:00:00,Rural,Féminin,Commerce,Délégation de Ben Guerdane,62
9656,28001579,2014-01-01 00:00:00,Rural,Féminin,Transport,Délégation de Ben Guerdane,1
9657,28001579,2014-01-01 00:00:00,Rural,Féminin,Education Santé et services administratifs,Délégation de Ben Guerdane,112
9658,28001579,2014-01-01 00:00:00,Rural,Féminin,Autres services,Délégation de Ben Guerdane,33
9661,28001579,2014-01-01 00:00:00,Communal,Masculin,Agriculture et peche,Délégation de Zarzis,1422
9662,28001579,2014-01-01 00:00:00,Communal,Masculin,Mines  et énergie,Délégation de Zarzis,299
9663,28001579,2014-01-01 00:00:00,Communal,Masculin,Industrie manufacturière,Délégation de Zarzis,1069
9664,28001579,2014-01-01 00:00:00,Communal,Masculin,Batiment et travaux publiques,Délégation de Zarzis,3735
9665,28001579,2014-01-01 00:00:00,Communal,Masculin,Commerce,Délégation de Zarzis,1980
9666,28001579,2014-01-01 00:00:00,Communal,Masculin,Transport,Délégation de Zarzis,1054
9667,28001579,2014-01-01 00:00:00,Communal,Masculin,Education Santé et services administratifs,Délégation de Zarzis,2252
9668,28001579,2014-01-01 00:00:00,Communal,Masculin,Autres services,Délégation de Zarzis,2399
9671,28001579,2014-01-01 00:00:00,Communal,Féminin,Agriculture et peche,Délégation de Zarzis,34
9672,28001579,2014-01-01 00:00:00,Communal,Féminin,Mines  et énergie,Délégation de Zarzis,31
9673,28001579,2014-01-01 00:00:00,Communal,Féminin,Industrie manufacturière,Délégation de Zarzis,573
9674,28001579,2014-01-01 00:00:00,Communal,Féminin,Batiment et travaux publiques,Délégation de Zarzis,36
9675,28001579,2014-01-01 00:00:00,Communal,Féminin,Commerce,Délégation de Zarzis,536
9676,28001579,2014-01-01 00:00:00,Communal,Féminin,Transport,Délégation de Zarzis,43
9677,28001579,2014-01-01 00:00:00,Communal,Féminin,Education Santé et services administratifs,Délégation de Zarzis,1635
9678,28001579,2014-01-01 00:00:00,Communal,Féminin,Autres services,Délégation de Zarzis,604
9681,28001579,2014-01-01 00:00:00,Rural,Masculin,Agriculture et peche,Délégation de Zarzis,249
9682,28001579,2014-01-01 00:00:00,Rural,Masculin,Mines  et énergie,Délégation de Zarzis,14
9683,28001579,2014-01-01 00:00:00,Rural,Masculin,Industrie manufacturière,Délégation de Zarzis,27
9684,28001579,2014-01-01 00:00:00,Rural,Masculin,Batiment et travaux publiques,Délégation de Zarzis,111
9685,28001579,2014-01-01 00:00:00,Rural,Masculin,Commerce,Délégation de Zarzis,81
9686,28001579,2014-01-01 00:00:00,Rural,Masculin,Transport,Délégation de Zarzis,59
9687,28001579,2014-01-01 00:00:00,Rural,Masculin,Education Santé et services administratifs,Délégation de Zarzis,52
9688,28001579,2014-01-01 00:00:00,Rural,Masculin,Autres services,Délégation de Zarzis,66
9691,28001579,2014-01-01 00:00:00,Rural,Féminin,Agriculture et peche,Délégation de Zarzis,4
9692,28001579,2014-01-01 00:00:00,Rural,Féminin,Mines  et énergie,Délégation de Zarzis,0
9693,28001579,2014-01-01 00:00:00,Rural,Féminin,Industrie manufacturière,Délégation de Zarzis,3
9694,28001579,2014-01-01 00:00:00,Rural,Féminin,Batiment et travaux publiques,Délégation de Zarzis,0
9695,28001579,2014-01-01 00:00:00,Rural,Féminin,Commerce,Délégation de Zarzis,10
9696,28001579,2014-01-01 00:00:00,Rural,Féminin,Transport,Délégation de Zarzis,0
9697,28001579,2014-01-01 00:00:00,Rural,Féminin,Education Santé et services administratifs,Délégation de Zarzis,16
9698,28001579,2014-01-01 00:00:00,Rural,Féminin,Autres services,Délégation de Zarzis,8
9701,28001579,2014-01-01 00:00:00,Communal,Masculin,Agriculture et peche,Délégation de Djerba Houmet Souk,709
9702,28001579,2014-01-01 00:00:00,Communal,Masculin,Mines  et énergie,Délégation de Djerba Houmet Souk,193
9703,28001579,2014-01-01 00:00:00,Communal,Masculin,Industrie manufacturière,Délégation de Djerba Houmet Souk,1502
9704,28001579,2014-01-01 00:00:00,Communal,Masculin,Batiment et travaux publiques,Délégation de Djerba Houmet Souk,3353
9705,28001579,2014-01-01 00:00:00,Communal,Masculin,Commerce,Délégation de Djerba Houmet Souk,3833
9706,28001579,2014-01-01 00:00:00,Communal,Masculin,Transport,Délégation de Djerba Houmet Souk,2194
9707,28001579,2014-01-01 00:00:00,Communal,Masculin,Education Santé et services administratifs,Délégation de Djerba Houmet Souk,2815
9708,28001579,2014-01-01 00:00:00,Communal,Masculin,Autres services,Délégation de Djerba Houmet Souk,4435
9711,28001579,2014-01-01 00:00:00,Communal,Féminin,Agriculture et peche,Délégation de Djerba Houmet Souk,32
9712,28001579,2014-01-01 00:00:00,Communal,Féminin,Mines  et énergie,Délégation de Djerba Houmet Souk,21
9713,28001579,2014-01-01 00:00:00,Communal,Féminin,Industrie manufacturière,Délégation de Djerba Houmet Souk,682
9714,28001579,2014-01-01 00:00:00,Communal,Féminin,Batiment et travaux publiques,Délégation de Djerba Houmet Souk,57
9715,28001579,2014-01-01 00:00:00,Communal,Féminin,Commerce,Délégation de Djerba Houmet Souk,962
9716,28001579,2014-01-01 00:00:00,Communal,Féminin,Transport,Délégation de Djerba Houmet Souk,272
9717,28001579,2014-01-01 00:00:00,Communal,Féminin,Education Santé et services administratifs,Délégation de Djerba Houmet Souk,2282
9718,28001579,2014-01-01 00:00:00,Communal,Féminin,Autres services,Délégation de Djerba Houmet Souk,1596
9721,28001579,2014-01-01 00:00:00,Rural,Masculin,Agriculture et peche,Délégation de Smâr,321
9722,28001579,2014-01-01 00:00:00,Rural,Masculin,Mines  et énergie,Délégation de Smâr,136
9723,28001579,2014-01-01 00:00:00,Rural,Masculin,Industrie manufacturière,Délégation de Smâr,130
9724,28001579,2014-01-01 00:00:00,Rural,Masculin,Batiment et travaux publiques,Délégation de Smâr,651
9725,28001579,2014-01-01 00:00:00,Rural,Masculin,Commerce,Délégation de Smâr,553
9726,28001579,2014-01-01 00:00:00,Rural,Masculin,Transport,Délégation de Smâr,64
9727,28001579,2014-01-01 00:00:00,Rural,Masculin,Education Santé et services administratifs,Délégation de Smâr,583
9728,28001579,2014-01-01 00:00:00,Rural,Masculin,Autres services,Délégation de Smâr,110
9731,28001579,2014-01-01 00:00:00,Rural,Féminin,Agriculture et peche,Délégation de Smâr,2
9732,28001579,2014-01-01 00:00:00,Rural,Féminin,Mines  et énergie,Délégation de Smâr,4
9733,28001579,2014-01-01 00:00:00,Rural,Féminin,Industrie manufacturière,Délégation de Smâr,23
9734,28001579,2014-01-01 00:00:00,Rural,Féminin,Batiment et travaux publiques,Délégation de Smâr,5
